Sentence	Label
Chiếc điện thoại này khá mạnh mẽ và tôi chưa từng có vấn đề gì lớn với nó.	1
Tôi yêu thứ này!	1
Mọi thứ về nó đều ổn và hợp lý với giá cả.	1
RẤT THẤT VỌNG.	0
Tôi thậm chí đã bỏ điện thoại này xuống suối và nó ngập trong 15 giây và nó vẫn hoạt động tốt!	1
Tôi đã rất hạnh phúc với chiếc 510 và không có bất kỳ lời phàn nàn nào về chất lượng âm thanh của tôi khi kết thúc.	1
Mấy cái nút trên và tắt cũng rất tệ.	0
Về cơ bản bạn có thể quên hỗ trợ công nghệ của Microsoft.	0
Tôi thực sự giới thiệu tấm biển này từ khi nó trông rất đẹp, thanh lịch và mát mẻ.	1
Những chiếc tai nghe này là một tìm kiếm tuyệt vời-và tôi nghĩ chúng có lẽ là món hàng tốt nhất mà tôi đã mua trong vài năm qua-nghiêm túc đấy.	1
Mua một chiếc điện thoại khác-nhưng không phải cái này.	0
Bạn phải giữ điện thoại ở một góc độ đặc biệt cho bên kia để nghe bạn rõ ràng.	0
Nhược điểm lớn của máy nghe nhạc MP3 là các nút trên bìa trước của điện thoại để cho bạn tạm dừng và bỏ qua các bài hát ra sau vài giây.	0
Một tuần sau khi tôi kích hoạt nó, nó đột nhiên chết.	0
Nó cảm thấy thoải mái hơn hầu hết các tai nghe vì tôi đeo kính và đôi khi nó có thể cản trở.	1
Cũng rất tốt cho iPads nữa.	1
Thiết bị này tuyệt vời trong một số tình huống: 1.)	1
Mic không hoạt động.	0
Ngay cả trong dòng BMW 3 của tôi khá yên tĩnh, tôi gặp khó khăn khi nghe người kia đang nói gì.	0
Lựa chọn tuyệt vời!	1
Nhà ga tốt cho nhà hoặc làm việc.	1
Đây là một chiếc điện thoại đẹp.	1
Yêu sản phẩm này.	1
Do Not Buy cho D807...quảng cáo sai trái cho D807.	0
Đây là một món đồ nhỏ tuyệt vời.	1
Tôi thích chiếc điện thoại này, nó rất tiện dụng và có rất nhiều tính năng.	1
Tôi đã mua nó và trong vòng 2 ngày nó không còn làm việc nữa! !!!	0
Tôi mặc nó mỗi ngày và nó vẫn rất tốt.	1
Không phải là một món hời.	0
Được đóng gói tốt, đến đúng thời gian, và làm việc như dự định.	1
Hết pin rồi.	0
Món đồ này hoạt động rất tốt, nhưng nó đã vỡ sau 6 tháng sử dụng.	0
Các tai nghe rất dễ sử dụng và mọi người đều thích chúng.	1
Điện thoại này hoạt động tốt.	1
Việc xây dựng các headset là kém.	0
Sản phẩm xuất sắc và hoạt động tốt hơn verzon 1 và Boy giá rẻ hơn!	1
Cái điện thoại này sẽ rất tuyệt!	1
Đối với một sản phẩm mà chi phí càng nhiều như cái này, tôi mong nó sẽ tốt hơn và thoải mái hơn thứ này.	0
Rất mạnh mẽ.	1
Làm tốt lắm!	1
Tai tai chỉ chơi nhạc trong một tai.	0
Đừng phí tiền ...	0
Ta sẽ gọi lại cho họ!	1
Nếu anh định dùng cái này trong xe thì quên chuyện đó đi.	0
Tôi thấy sản phẩm này quá lớn.	0
Tốt nhất là tôi đã tìm thấy ... Tôi đã thử 2 điểm xanh khác và cái này có chất lượng tốt nhất (cho cả tôi và người nghe) cũng như dễ sử dụng.	1
Tôi rất thất vọng với quyết định của mình.	0
Được tích hợp liền mạch với điện thoại Motorola RAZR.	1
Người mua cẩn thận, anh có thể dội tiền vào toilet.	0
Chắc chắn là một món hời	1
Giá bán rất tốt và với vận chuyển miễn phí và tất cả đều là mua hàng tốt.	1
Tôi đã nhận được một chiếc xe máy mới 375 và rõ ràng là không có một trận đấu nào giữa điện thoại và chiếc sạc.	0
Pros: Máy ảnh đẹp-rất đẹp, cũng có phong cách mát mẻ như đen và trắng, và nhiều hơn nữa.	1
Đó là một lỗi thiết kế rất lớn (trừ khi tôi không sử dụng nó một cách chính xác, mà tôi không nghĩ là nó).	0
Tôi thích chiếc mũ 350 của tôi. Tai nghe bluetooth Jabr350 của tôi rất tuyệt, sự tiếp nhận rất tốt và tai nghe có vẻ thoải mái.	1
Máy ảnh, mặc dù được đánh giá ở mức 1.3 megapixel ấn tượng, tạo ra những hình ảnh thu được thấp hơn so với độ phân giải tương đối cao như vậy.	0
Tôi dọn cái này cho chiếc xe sạc và nó không hoạt động.	0
Chất lượng âm thanh ở cả hai đầu rất tuyệt, tôi sử dụng tai nghe để gọi cho vợ tôi và hỏi vợ tôi sử dụng tai nghe để gọi tôi! 2.	1
Chiếc điện thoại này mỏng và nhẹ và màn hình rất đẹp.	1
Nó hơi ghê rợn nhưng tôi nghĩ nó sẽ làm tình với bánh mì nướng và nó đá và kích thích giới tính ngay xuống hồ sơ đồ da của nó.	1
Sản phẩm tuyệt vời, vận chuyển nhanh!	1
Tuyệt vời.	1
Bàn phím là sự thỏa hiệp tốt giữa bàn phím QWERTY đầy đủ và bàn phím số điện thoại di động cơ bản.	1
Tôi có điện thoại này vào cuối tháng 5 và tôi hoàn toàn không hài lòng với nó.	0
Nó rất thoải mái trên tai.	1
Đó là một người chiến thắng cho chúng ta.	1
) Cài đặt không thể đơn giản hơn.	1
Tôi đã thử vài miếng tai nghe cho chiếc điện thoại của tôi và tên Jabra này là cái đầu tiên tôi tìm thấy phù hợp với tai tôi.	1
Không thể bắt được tín hiệu đủ mạnh.	0
Tôi rất hài lòng với việc mua hàng của tôi.	1
Chất lượng kém.	0
Làm xong việc.	1
Âm thanh tuyệt vời!	1
Về cơ bản, dịch vụ này rất tệ.	0
Nó không có tác dụng trong điện thoại di động của tôi, tôi đang làm việc với bộ sạc.	0
Tôi chỉ có một chút bluetooth trong vài tuần, nhưng tôi thực sự thích nó.	1
BT đã bị mất tích.	0
Nó quá nhỏ và anh thậm chí không nhận ra rằng nó ở đó sau một thời gian để quen với nó.	1
Phần mềm đi kèm gần như tuyệt vời.	1
Headset hoạt động tốt & được đóng gói gọn gàng để tránh bất kỳ thiệt hại nào.	1
!Tôi không biết phải làm gì!	1
Người Mua -- Hãy Cẩn Thận!	0
Phần lớn các tai nghe của Logitech earbud bị lỗi.	0
Rất tốt cho cái giá.	1
Cái đầu của tôi làm việc rất tốt.	1
Trong nhà tôi tôi bị thả xuống tầng trên và không có sóng trên tầng hầm nhà tôi.	0
Nhận diện giọng nói thật tuyệt vời!	1
Thật lãng phí.	0
Trong một vài cuộc gọi khác nhau 2 phút, tôi đã trải qua 5 giọt và nó ở trong một khu vực có 5 quán bar.	0
Tôi không hài lòng với món đồ này.	0
rất thất vọng.	0
Điện thoại mất mãi mãi 2 đến 5 tiếng đồng hồ.	0
Tôi có điện thoại này bằng khen từ một người họ hàng và tôi rất vui vì đã làm thế.	1
Đúng là phí thời gian!	0
Sự đón nhận của nó rất nghèo nàn.	0
Các mục được nêu là bao gồm tư ̀ mô tả không được bao gồm.	0
Sau 3 tháng, màn hình bỗng nhiên đen bất ngờ.	0
Tôi Đã Hy Vọng Nhiều Hơn.	0
Chất lượng âm thanh kém, rất kém.	0
Tôi hoàn toàn không có vấn đề gì với cái headset này với 8530 Blackberry Curve của tôi!	1
Tôi biết nghe có vẻ buồn cười, nhưng đối với tôi nó có vẻ như công nghệ phác thảo mà sẽ không hoạt động tốt.	1
Tôi đã mua một cái tai nghe dây $5 mà âm thanh tốt hơn những thứ này.	0
Điện thoại này rất nhanh khi gửi bất kỳ loại tin nhắn và duyệt web nào nhanh hơn đáng kể so với những chiếc điện thoại trước đây.	1
Chất lượng tốt, không giống như mấy cái rẻ tiền ngoài kia.	1
Món đồ này thật tuyệt vời và hoạt động hoàn hảo!	1
Và tôi chỉ thích màu sắc!	1
W810i chỉ là SUPERB.	1
Tất cả những gì tôi có thể làm là rên rỉ trên mạng, nên nó đây. Tôi càng sử dụng thứ ít tôi thích hơn.	0
Charger tuyệt vời.	1
Đây là một công cụ liên lạc không giao tiếp.	0
Nó hoạt động như một cái bùa, nó hoạt động giống như cái tôi có trong điện thoại.	1
Tôi vẫn duy trì những con khỉ không nên làm tai nghe, chúng ta rõ ràng không có đủ DNA để sao chép thiết kế cho con người.	0
Giá Trị Lớn.	1
Không có tác dụng gì cả. Tôi mua nó cho chiếc L7c của tôi và nó không hoạt động.	0
Cái nhìn của nó rất sắc nét và màn hình rất đẹp và rõ ràng, với đồ họa tuyệt vời.	1
Không lâu nữa đâu.	0
Một điều tôi ghét là cái nút set ở bên cạnh.	0
Dịch vụ xuất sắc!!!!	1
Cảm ơn vì đã lãng phí tiền của tôi.	0
Sao lại thế được?Chất lượng âm thanh rất kém.	0
Những lời khuyên và mẹo vặt thực sự rất tuyệt.	1
Trình duyệt tập tin cung cấp tất cả các tùy chọn mà người ta cần. Handsfree là tuyệt vời.	1
Siêu điện thoại trên mạng Great Network.	1
Tôi đã kết nối với bluetooth của vợ tôi, (Motorola HS850) vào điện thoại của tôi và nó làm việc như một sự quyến rũ cho dù chiếc điện thoại có trong túi tôi hay trường hợp này.	1
Tôi đặt hệ điều hành mới nhất trên nó (v1.15g), và bây giờ nó thích đi chậm lại và khóa lại từng lần một thời gian.	0
Nó chỉ nhận ra điện thoại là thiết bị lưu trữ của nó.	0
Nếu bạn muốn một tiếng vo ve lớn để ghi đè tất cả các cuộc nói chuyện của bạn, thì điện thoại này là dành cho bạn!	0
Đừng mua sản phẩm này.	0
Tôi đã có cái đầu bluetooth này một thời gian rồi mà vẫn không thoải mái với cái cách nó vừa với tai.	0
Chất lượng âm thanh là tốt và chức năng rất tuyệt vời.	1
Tôi có cái điện thoại này và nó là một cái gai ở bên cạnh tôi, tôi thật ghê gớm.	0
Gần đây tôi có những vấn đề mà tôi không thể liên lạc được hơn 10 phút trước khi bị ngắt kết nối.	0
Không thể tin được!	1
Lỗ hổng thiết kế?	0
Điện thoại tuyệt vời!	1
Phí 13 đô.	0
Nhưng khi tôi kiểm tra hộp thư thoại vào ban đêm, ánh sáng của bàn phím tắt vài giây thành tin nhắn đầu tiên, và rồi tôi bị lạc.	0
Người thay thế đã chết trong vài tuần.	0
Có tiếng chuông nào ...Nói chung là điện thoại để mua.	1
Gần đây họ cực kỳ tử tế và có ích trên điện thoại.	1
Tôi đã gặp vấn đề khi dí tín hiệu xuống và hơn thế nữa.	0
Không ấn tượng.	0
Trọng lượng nhẹ, tôi hầu như không nhận ra nó ở đó.	1
Anh sẽ thích nó mỏng như thế nào.	1
Lựa Chọn Không Tệ.	0
Trường hợp cầu xin không phù hợp.	0
điện thoại vô dụng, chỉ bị điếc.	0
Màu sắc thậm chí còn đẹp hơn tôi nghĩ, và đồ họa cực kỳ sắc nét.	1
Tất cả những gì tôi nghĩ đó là một khoản đầu tư tốt.	1
Nó tạo ra những tiếng ồn rất lạ trước khi nó kết thúc cuộc gọi.	0
Các thiết bị điện tử tốt nhất của các máy phát FM có sẵn.	1
Pin chỉ kéo dài vài giờ.	0
tai nghe tuyệt vời, rất ấn tượng-H500.	1
"Máy ảnh pixel ""1.2"" Mega pixel, là một phần của điện thoại, có lẽ là hợp lý."	1
Tôi đã giữ nó gần 2 năm và nó đã làm việc rất tốt cho tôi.	1
Tín hiệu âm thanh tốt.	1
Chúng ta sẽ gửi trả lại.	0
Tôi đã không liên lạc với công ty với giá vài đô la nhưng tôi đã học được bài học mà lẽ ra tôi không nên mua cái này trên mạng.	0
Nếu anh ghét lũ sâu bọ, hãy tránh xa cái điện thoại này bằng mọi cách.	0
Cũng giá cả!	1
Phạm vi rất tốt, tôi có thể đi lang thang quanh nhà với điện thoại trong phòng khách không có vấn đề tiếp nhận/chất lượng âm thanh.	1
dịch vụ nhanh.	1
Tôi rất muốn đề nghị điều này.	1
Tôi sẽ đề nghị điều này.	1
"Tôi cũng không thích cái nút ""trên"", nó có cảm giác như nó có thể bị vỡ khi sử dụng."	0
ĐIỆN THOẠI TỆ NHẤT.	0
Tôi vẫn say mê cái điện thoại này.	1
Điểm đóng băng thường xuyên xảy ra.	0
Nó khá là xấu hổ khi sử dụng bởi vì nó trông như thế nào và hầu như nó là xấu hổ khi trẻ con-giống như công ty.	0
Đơn giản, gọn nhẹ và phù hợp.	1
Trong tất cả, tôi mong đợi một trải nghiệm tốt hơn của người tiêu dùng từ Motorola.	0
Có một âm thanh đáng sợ trong nền tảng của tất cả những cuộc gọi của tôi mà tôi chưa từng trải qua.	0
Những thứ này chắc chắn là rất thoải mái và chức năng rất tốt.	1
Tôi thường không thích băng tần nhưng cái này rất nhẹ và không làm hỏng tóc của tôi.	1
Tôi hơi thất vọng.	0
Tôi đã có chiếc điện thoại này hơn một năm rồi, và tôi sẽ nói với bạn, nó không tuyệt vời như vậy.	0
Tôi đặt mua chiếc này cho chiếc điện thoại cá sony Ericsson W810i nhưng tôi nghĩ nó chỉ hoạt động một lần (lần đầu tiên khi tôi sử dụng nó).	0
Pin hoàn toàn vô dụng đối với tôi.	0
Đúng là phí thời gian.	0
Đừng phí thời gian vào cái này.	0
Âm thanh và dịch vụ tuyệt vời.	1
Rất hài lòng với sản phẩm này.	1
Một trong những món hàng ưa thích của tôi.	1
Bluetooth tốt nhất trên thị trường.	1
Đồ da thật đẹp và dễ chịu. Tôi đề nghị anh vụ này!	1
Tôi đã rất hào hứng để có được cái tai nghe này bởi vì tôi nghĩ nó thực sự dễ thương.	1
Đừng phạm sai lầm như tôi.	0
Sự thất vọng lớn với đồng bộ lịch.	0
Điện thoại không thể sử dụng được và không mới.	0
Dịch Vụ Khách Hàng Tồi Tệ Nhất.	0
Không có gel tai thêm cung cấp, và không có hướng dẫn gì cả.	0
Nó đánh bại mục đích của tai nghe bluetooth.	0
Đáng giá từng xu.	1
Một chiếc ví điện thoại xuất sắc.	1
Tai nghe đẹp cho cái giá và chúng hoạt động tốt!	1
Internet chậm quá.	0
Nó rất thoải mái khi mặc như vậy, có lẽ là khía cạnh quan trọng nhất về việc sử dụng một trường hợp.	1
Nó giống như một chiếc găng tay và mạnh mẽ, vững chắc và bền.	1
Cái điện thoại đẹp nhất mà tôi từng có.	1
Nó rất hấp dẫn và xuất hiện với chất lượng tốt.	1
Tôi yêu tất cả các tính năng và yếu tố hình thành.	1
Sản phẩm này có mùi cao su/dầu mỏ không thể chịu được sau một thời gian và khiến tôi phải trả lại.	0
chất lượng và dịch vụ kém.	0
Sợi cáp trông mỏng và mỏng manh, thật đáng sợ.	0
Tai To Lắm.	1
Một đôi bàn tay tuyệt vời.	1
Tuyệt vời khi sử dụng với âm thanh nổi của cậu.	1
Sản phẩm tốt-giá trị tuyệt vời.	1
Chỉ mới có một tháng nhưng nó đã có tác dụng rất hoàn hảo cho đến giờ.	1
Làm tốt lắm.	1
Đồ phế thải.	0
Cái đó cũng không hoạt động.	0
Thời lượng pin rất tốt.	1
Quay lại 8 tiếng sau.	0
Đó là một món đồ tuyệt vời.	1
Đừng phí tiền!	0
Thích cái tai nghe này!	1
Nó không chỉ hút sạch cầu thủ của anh, mà còn có khả năng chiên nó nữa.	0
Làm việc hoàn hảo!	1
Không đáng tin cậy, tôi bỏ cuộc.	0
Tôi cho nó 5 sao vì chất lượng âm thanh.	1
Hãy tránh cái này nếu bạn có thể.	0
Sạc có thể đảo ngược tuyệt vời.	1
Tôi đã lãng phí tiền bạc của tôi với cái tai nghe này.	0
Điện thoại rất tốt.	1
Tốt nhất là tính năng xoay, rất hữu ích.	1
An ủi cho cả gia đình chúng ta.	1
Sản phẩm tốt, người bán giỏi.	1
Tôi thích cái bluetooth này!	1
Trước hết, nó không có màu.	0
Tôi rất ấn tượng với chiếc tai nghe từ Plantronics.	1
Tôi hiểu vì nó quá nhỏ và đáng yêu.	1
Điện thoại tuyệt vời!	1
Tôi không đề nghị mua sản phẩm này.	0
Một phần của Junk.	0
Bản lề kém quá.	0
Món đồ này tuyệt vời, lắp đặt nó, để nó tính toán phi chính phủ và nó hoạt động tốt mỗi khi không có vấn đề gì.	1
Điện Thoại Tuyệt.	1
Đừng mua.	0
Điện Thoại Tuyệt.	1
ĐỪNG MUA CÁI ĐIỆN THOẠI NÀY.	0
Việc nhận dạng giọng nói đó là tuyệt vời.	1
Đây là điện thoại tốt nhất mà tôi từng có.	1
Thật tuyệt, khi con mèo của tôi tấn công chiếc điện thoại, hắn đã cào dải bảo vệ thay vì phá hủy màn hình.	1
Cái này làm việc và được định giá đúng.	1
Dịch vụ khách hàng thật kinh khủng.	0
Tuổi thọ pin vẫn chưa đủ lâu trong Motorola Razor V3i.	0
Gửi trả lại.	0
Bây giờ tôi biết rằng tôi đã đưa ra một quyết định khôn ngoan.	1
Ai đó nên nghĩ ra chuyện này sớm hơn.	1
Giá tốt đấy.	1
Mọi thứ đều hiệu quả trong lần thử đầu tiên.Thiết bị chắc chắn được thiết kế theo một cách thông minh và việc xây dựng cảm thấy tốt.	1
Tôi đã nhận nó một cách nhanh chóng và nó hoạt động tốt!	1
Đã làm việc rất tốt.	1
Khi nhiều người phàn nàn, tôi tìm thấy cái micro của tai nghe này rất yếu.	0
Chiếc Nokia 2160 cũ 5 tuổi từ Tracfone giữ cho điện tích tốt hơn rất nhiều.	0
Họ không quan tâm đến người tiêu dùng chút nào.	0
Đây là một khẩu pin tốt, và nó đến thật nhanh.	1
Sách hướng dẫn đang thiếu.	0
Cũng đủ mỏng để lắp vào trạm báo động của tôi mà không cần loại bỏ vụ án.	1
Điện thoại hiện đang nắm quyền như nó đã làm khi nó mới.	1
Pin không đáng tin cậy cũng như dịch vụ sử dụng antena.	0
Cảm thấy không thoải mái và chất lượng âm thanh khá kém so với điện thoại (Razr) hoặc với tai nghe điện trước đó của tôi (cắm vào LG).	0
Chúng tôi có rất nhiều lời khen.	1
Điều này chắc chắn phải có nếu trạng thái của bạn không cho phép sử dụng điện thoại di động trong khi lái xe.	1
Tôi muốn lấy lại tiền.	0
Tôi yêu thiết bị này.	1
Tôi cũng rất hài lòng với cái giá.	1
Tôi ra lệnh cho sản phẩm này trước và không hài lòng với nó ngay lập tức.	0
Ngage vẫn còn thiếu các tai nghe.	0
Tôi có thể gọi điện thoại trong xe mà không có vấn đề gì.	1
Tôi có 2-3 thanh trên điện thoại khi tôi ở nhà, nhưng cô không nghe thấy gì hết.	0
đồ ngon, giá thấp.	1
Tuy nhiên, giọng riingtones không phải là tốt nhất, và cũng không phải trò chơi.	0
Cái phích cắm không hoạt động tốt lắm.	0
RỪNG AMAZON TỆ HẠI.	0
Rip off ---- Over charge shipping.	0
RẤT THOẢI MÁI.	1
Pin đang hoạt động tốt như một sự thay thế cho bản gốc đi kèm với điện thoại hơn 2 năm trước.	1
Tiệc chiêu đãi rất xuất sắc!	1
Nó phù hợp với một trong hai tai, âm thanh rõ ràng và ồn ào, và điện tích kéo dài một vài ngày.	1
Rất rõ ràng, chất lượng âm thanh và bạn không cần phải gây rối với âm thanh trên iPod của bạn kể từ khi bạn có những nút bấm âm thanh trên tai nghe.	1
1. Pin lâu dài (bạn không cần phải sạc lại nó như thường xuyên như một số điện thoại lật ngược) 2.	0
Rõ ràng có vấn đề về chất kết dính.	0
Rất thất vọng.	0
Đó là một tác phẩm rẻ tiền, nhưng tôi vẫn mong đợi chất lượng tốt hơn.	0
Nó thực tế là vô dụng và không thêm bất kỳ sự thúc đẩy nào cho sự đón nhận của tôi sau khi tôi mua nó.	0
Chất lượng tốt đấy.	1
Không vui chút nào.	0
MỘT MẢNH RÁC VỠ SAU KHI NẰM TRÊN ĐIỆN THOẠI CỦA TÔI TRONG 2 NGÀY !!!	0
Pin mới hoạt động tốt trong điện thoại.	1
Dịch vụ khách hàng tệ nhất	0
Tôi đã làm rơi điện thoại nhiều lần hơn có thể nói, thậm chí bằng bê tông và điện thoại của tôi vẫn còn tuyệt vời (gõ cửa gỗ!).	1
Tiệc chiêu đãi thật kinh khủng và đầy tĩnh tâm.	0
Chất lượng âm thanh tốt.	1
Thiết bị nhỏ này đã thay đổi khả năng tổ chức của tôi và làm cho cuộc sống của tôi trở nên dễ dàng hơn.	1
Tôi đang ngồi trong xe, với cái nôi trên thắt lưng của tôi, và chiếc headset mất tín hiệu.	0
Điện thoại là JERKS.	0
Làm việc như một sự quyến rũ. Làm việc như quảng cáo.	1
Thoải Mái, Tầm Xa, Khẩu Đội Tốt.	1
Mạng lưới của họ ở Los Angeles thật kinh khủng.	0
Bộ khởi động không dây xuất sắc.	0
Lựa chọn mở loa là tuyệt vời, những cái gập ghềnh với ánh sáng rất ... hấp dẫn.	0
Điều duy nhất tôi nghĩ có thể cải thiện là âm thanh bị rò rỉ ra khỏi tai nghe.	0
Trước hết là tiệc chiêu đãi, tôi chưa bao giờ có hơn 2 bar.	0
Điện thoại nóng quá!	0
Micrô cũng hoạt động tốt, nhưng (theo những người tôi đã gọi) nó làm thay đổi mọi thứ.	1
Thiết kế đẹp và chất lượng.	1
Ngoài ra, nếu điện thoại của bạn bị bỏ, trường hợp này sẽ không tiết kiệm được, đặc biệt là khi rơi xuống mặt xuống.	0
Nó là ánh sáng, dễ sử dụng, và có sự tiếp nhận và truyền rất rõ ràng.	1
Tệ lắm.	0
Nó chắc chắn không tốt bằng S11 của tôi.	1
Thiết bị tuyệt	1
Phí tiền.	0
Tôi đã ra lệnh cáp thông tin, có một sản phẩm hoàn thiện và làm việc rất tốt.	1
Yêu Cái Điện Thoại Này.	1
Tôi đang tìm cái headset này một thời gian dài và bây giờ tôi đã có nó tôi không thể nào hạnh phúc hơn.	1
Tôi sẽ đi ngang qua, và tai nghe bắt đầu reo vì không có lý do.	0
Màn hình xuất sắc và camera cũng tốt như bất kỳ từ năm nào.	1
Pin cũng rất tuyệt!	1
Cái điện thoại tệ nhất tôi từng có ... Chỉ có nó trong vài tháng.	0
Không phải là một món đồ ngon. Nó hoạt động một thời gian sau đó bắt đầu có vấn đề trong máy quay phim ngược tự động của tôi.	0
Việc này thật là đau đớn và tai tôi đau khi tôi cố đẩy lỗ tai vào tai tôi.	0
Bảo vệ điện thoại ở tất cả các bên.	1
Đây là một chiếc điện thoại RẤT trung bình với cuộc sống pin kém hoạt động trên một mạng lưới yếu.	0
Clear Skype Calls, Cuộc Sống Pin Long, Tầm Xa.	1
Công nghệ Soyo tệ hại.	0
Một Thiết Bị Tự Do.	1
bạn thậm chí có thể tự chụp chân dung với màn hình bên ngoài (bên ngoài), rất tuyệt.	1
Cùng vấn đề như những người khác đã đề cập.	0
Sau khi thử nhiều thiết bị rảnh tay, đây chính là cái mà cuối cùng hoạt động tốt.	1
Pháp Thuật Trợ Giúp.	1
Thứ rác thải tồi tệ nhất từng được phục vụ bởi khách hàng Verizon.	0
Chất lượng âm thanh kém.	0
Điện thoại tốt nhất trên thị trường:).	1
Nó hoạt động rất tốt.	1
Công ty vận chuyển sản phẩm của tôi rất nhanh chóng và hoạt động tốt.	1
Chính xác những gì tôi muốn.	1
Độ phân giải hình ảnh nằm sâu hơn rất nhiều so với những chiếc điện thoại giá rẻ khác đang được cung cấp ngày nay.	0
Đây là một thỏa thuận tuyệt vời.	1
Sản phẩm xuất sắc, tôi rất hài lòng với việc mua hàng.	1
Tôi đề nghị những thứ này và khuyến khích mọi người cho họ thử.	1
Tốt hơn là anh mong đợi.	1
Sử dụng tất cả các tai nghe, trái hay phải, thứ này sẽ không ở trên tai tôi.	0
Sản phẩm và giá cả tuyệt vời.	1
Nghe có giá hợp lý và hiệu quả, nó đơn giản!	1
Vẫn Đang Đợi ... Tôi chắc rằng món đồ này sẽ hoạt động tốt ... nếu tôi có nhận lại nó!	0
Thật là đáng	0
Rất dịch vụ.	1
Sản phẩm xuất sắc vì giá cả.	1
Rất hài lòng với chiếc tai nghe này.	1
Đừng phí tiền và thời gian.	0
Tôi đặc biệt thích cuộc sống pin dài.	1
Thật ngu ngốc khi phải tiếp tục mua những bộ sạc mới, xe sạc, câu đố, tai nghe và bộ dụng cụ xe hơi mỗi khi một điện thoại mới xuất hiện.	0
Làm tốt lắm.	1
Plantronics Bluetooth Excelent Buy.	1
Tôi đến từ nhà mạng Verizon bởi vì cingulair có điện thoại di động tốt hơn ... điều đầu tiên tôi nhận thấy là dịch vụ rất tệ.	0
